transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,rag_text,year,month,week,weekday,hour,is_refund,is_failed
JO-2504-4724-38970,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 17:27:00,0.21,2.87,Sale,Completed,Transaction ID JO-2504-4724-38970 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 17:27 was a Sale of 2.87 JOD with 0.21 JOD tax. Status: Completed.,2025,1,3,Sunday,17,False,False
JO-2504-6310-79101,Z Mall,Z Mall Gardens,2025-01-19 17:24:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6310-79101 at Z Mall (Z Mall Gardens) on 19/01/2025 17:24 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,17,False,False
JO-2504-4388-73975,C Mall,C Mall Amman,2025-01-19 16:53:00,1.74,23.63,Sale,Completed,Transaction ID JO-2504-4388-73975 at C Mall (C Mall Amman) on 19/01/2025 16:53 was a Sale of 23.63 JOD with 1.74 JOD tax. Status: Completed.,2025,1,3,Sunday,16,False,False
JO-2504-9985-62713,Y Mall,Y Mall Shmeisani,2025-01-19 16:30:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-9985-62713 at Y Mall (Y Mall Shmeisani) on 19/01/2025 16:30 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,16,False,False
JO-2504-9806-37218,Z Mall,Z Mall Al Jubeiha,2025-01-19 16:23:00,1.43,19.39,Sale,Completed,Transaction ID JO-2504-9806-37218 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 16:23 was a Sale of 19.39 JOD with 1.43 JOD tax. Status: Completed.,2025,1,3,Sunday,16,False,False
JO-2504-1025-39295,Z Mall,Z Mall Al Jubeiha,2025-01-19 16:08:00,2.47,33.45,Sale,Completed,Transaction ID JO-2504-1025-39295 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 16:08 was a Sale of 33.45 JOD with 2.47 JOD tax. Status: Completed.,2025,1,3,Sunday,16,False,False
JO-2504-6868-33274,Z Mall,Z Mall Gardens,2025-01-19 15:50:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-6868-33274 at Z Mall (Z Mall Gardens) on 19/01/2025 15:50 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-8214-23471,Z Mall,Z Mall Al Jubeiha,2025-01-19 15:40:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-8214-23471 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 15:40 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-6348-77026,Z Mall,Z Mall Al Jubeiha,2025-01-19 15:39:00,1.15,15.54,Sale,Completed,Transaction ID JO-2504-6348-77026 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 15:39 was a Sale of 15.54 JOD with 1.15 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-1223-18566,C Mall,C Mall Amman,2025-01-19 15:32:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-1223-18566 at C Mall (C Mall Amman) on 19/01/2025 15:32 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-9431-29828,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 15:06:00,0.71,9.62,Sale,Completed,Transaction ID JO-2504-9431-29828 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 15:06 was a Sale of 9.62 JOD with 0.71 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-8731-84367,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 15:04:00,0.39,5.31,Sale,Completed,Transaction ID JO-2504-8731-84367 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 15:04 was a Sale of 5.31 JOD with 0.39 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-8698-91387,C Mall,C Mall Irbid,2025-01-19 15:01:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-8698-91387 at C Mall (C Mall Irbid) on 19/01/2025 15:01 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,15,False,False
JO-2504-3017-32982,C Mall,C Mall Irbid,2025-01-19 14:59:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3017-32982 at C Mall (C Mall Irbid) on 19/01/2025 14:59 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,14,False,False
JO-2504-6076-83894,C Mall,C Mall Irbid,2025-01-19 14:42:00,0.36,4.88,Sale,Completed,Transaction ID JO-2504-6076-83894 at C Mall (C Mall Irbid) on 19/01/2025 14:42 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Completed.,2025,1,3,Sunday,14,False,False
JO-2504-8729-88413,Y Mall,Y Mall Dabouq,2025-01-19 14:28:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8729-88413 at Y Mall (Y Mall Dabouq) on 19/01/2025 14:28 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,14,False,False
JO-2504-6245-80073,C Mall,C Mall Aqaba,2025-01-19 13:49:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6245-80073 at C Mall (C Mall Aqaba) on 19/01/2025 13:49 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-9308-98478,Z Mall,Z Mall Gardens,2025-01-19 13:41:00,0.44,5.97,Sale,Completed,Transaction ID JO-2504-9308-98478 at Z Mall (Z Mall Gardens) on 19/01/2025 13:41 was a Sale of 5.97 JOD with 0.44 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-6285-69737,C Mall,C Mall Irbid,2025-01-19 13:27:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6285-69737 at C Mall (C Mall Irbid) on 19/01/2025 13:27 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-4289-10397,Z Mall,Z Mall Al Bayader,2025-01-19 13:17:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-4289-10397 at Z Mall (Z Mall Al Bayader) on 19/01/2025 13:17 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-7214-95685,Z Mall,Z Mall Al Jubeiha,2025-01-19 13:16:00,0.54,7.26,Sale,Completed,Transaction ID JO-2504-7214-95685 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 13:16 was a Sale of 7.26 JOD with 0.54 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-7071-43266,Z Mall,Z Mall Gardens,2025-01-19 13:11:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-7071-43266 at Z Mall (Z Mall Gardens) on 19/01/2025 13:11 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-5944-96182,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 13:10:00,1.32,17.78,Sale,Completed,Transaction ID JO-2504-5944-96182 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 13:10 was a Sale of 17.78 JOD with 1.32 JOD tax. Status: Completed.,2025,1,3,Sunday,13,False,False
JO-2504-1917-70855,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 12:57:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1917-70855 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 12:57 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-7977-21303,C Mall,C Mall Amman,2025-01-19 12:52:00,2.12,28.58,Sale,Completed,Transaction ID JO-2504-7977-21303 at C Mall (C Mall Amman) on 19/01/2025 12:52 was a Sale of 28.58 JOD with 2.12 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-7020-86094,Z Mall,Z Mall Gardens,2025-01-19 12:51:00,0.83,11.17,Sale,Completed,Transaction ID JO-2504-7020-86094 at Z Mall (Z Mall Gardens) on 19/01/2025 12:51 was a Sale of 11.17 JOD with 0.83 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-5741-82694,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 12:49:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-5741-82694 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 12:49 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-5699-84586,Y Mall,Y Mall Shmeisani,2025-01-19 12:21:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-5699-84586 at Y Mall (Y Mall Shmeisani) on 19/01/2025 12:21 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-7227-98164,Z Mall,Z Mall Al Jubeiha,2025-01-19 12:05:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-7227-98164 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 12:05 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-7757-21777,C Mall,C Mall Amman,2025-01-19 12:00:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-7757-21777 at C Mall (C Mall Amman) on 19/01/2025 12:00 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Sunday,12,False,False
JO-2504-5496-65453,Z Mall,Z Mall Al Jubeiha,2025-01-19 11:36:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-5496-65453 at Z Mall (Z Mall Al Jubeiha) on 19/01/2025 11:36 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,3,Sunday,11,False,False
JO-2504-9893-37702,C Mall,C Mall Irbid,2025-01-19 11:24:00,0.47,6.35,Sale,Completed,Transaction ID JO-2504-9893-37702 at C Mall (C Mall Irbid) on 19/01/2025 11:24 was a Sale of 6.35 JOD with 0.47 JOD tax. Status: Completed.,2025,1,3,Sunday,11,False,False
JO-2504-3588-78549,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 11:23:00,0.47,6.4,Sale,Completed,Transaction ID JO-2504-3588-78549 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 11:23 was a Sale of 6.4 JOD with 0.47 JOD tax. Status: Completed.,2025,1,3,Sunday,11,False,False
JO-2504-6171-19432,Y Mall,Y Mall Shmeisani,2025-01-19 10:56:00,2.01,27.04,Sale,Completed,Transaction ID JO-2504-6171-19432 at Y Mall (Y Mall Shmeisani) on 19/01/2025 10:56 was a Sale of 27.04 JOD with 2.01 JOD tax. Status: Completed.,2025,1,3,Sunday,10,False,False
JO-2504-4933-49855,Y Mall,Y Mall Dabouq,2025-01-19 10:54:00,0.81,11.0,Sale,Completed,Transaction ID JO-2504-4933-49855 at Y Mall (Y Mall Dabouq) on 19/01/2025 10:54 was a Sale of 11.0 JOD with 0.81 JOD tax. Status: Completed.,2025,1,3,Sunday,10,False,False
JO-2504-1763-54903,Y Mall,Y Mall Tla'a Al-Ali,2025-01-19 09:50:00,1.58,21.27,Sale,Completed,Transaction ID JO-2504-1763-54903 at Y Mall (Y Mall Tla'a Al-Ali) on 19/01/2025 9:50 was a Sale of 21.27 JOD with 1.58 JOD tax. Status: Completed.,2025,1,3,Sunday,9,False,False
JO-2504-1925-36245,Z Mall,Z Mall Al Bayader,2025-01-19 09:07:00,1.64,22.12,Sale,Completed,Transaction ID JO-2504-1925-36245 at Z Mall (Z Mall Al Bayader) on 19/01/2025 9:07 was a Sale of 22.12 JOD with 1.64 JOD tax. Status: Completed.,2025,1,3,Sunday,9,False,False
JO-2504-5517-66814,Y Mall,Y Mall Dabouq,2025-01-18 20:39:00,0.6,8.11,Sale,Completed,Transaction ID JO-2504-5517-66814 at Y Mall (Y Mall Dabouq) on 18/01/2025 20:39 was a Sale of 8.11 JOD with 0.6 JOD tax. Status: Completed.,2025,1,3,Saturday,20,False,False
JO-2504-6386-77792,Y Mall,Y Mall Shmeisani,2025-01-18 18:07:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-6386-77792 at Y Mall (Y Mall Shmeisani) on 18/01/2025 18:07 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,3,Saturday,18,False,False
JO-2504-1097-35161,C Mall,C Mall Aqaba,2025-01-18 18:03:00,0.8,10.74,Sale,Completed,Transaction ID JO-2504-1097-35161 at C Mall (C Mall Aqaba) on 18/01/2025 18:03 was a Sale of 10.74 JOD with 0.8 JOD tax. Status: Completed.,2025,1,3,Saturday,18,False,False
JO-2504-8613-60309,Z Mall,Z Mall Gardens,2025-01-18 17:49:00,0.77,10.33,Sale,Completed,Transaction ID JO-2504-8613-60309 at Z Mall (Z Mall Gardens) on 18/01/2025 17:49 was a Sale of 10.33 JOD with 0.77 JOD tax. Status: Completed.,2025,1,3,Saturday,17,False,False
JO-2504-8374-90996,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 17:22:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-8374-90996 at Y Mall (Y Mall Tla'a Al-Ali) on 18/01/2025 17:22 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,17,False,False
JO-2504-2679-53934,Z Mall,Z Mall Al Bayader,2025-01-18 17:02:00,0.56,7.49,Sale,Completed,Transaction ID JO-2504-2679-53934 at Z Mall (Z Mall Al Bayader) on 18/01/2025 17:02 was a Sale of 7.49 JOD with 0.56 JOD tax. Status: Completed.,2025,1,3,Saturday,17,False,False
JO-2504-2274-11354,Y Mall,Y Mall Dabouq,2025-01-18 16:48:00,0.39,5.22,Sale,Completed,Transaction ID JO-2504-2274-11354 at Y Mall (Y Mall Dabouq) on 18/01/2025 16:48 was a Sale of 5.22 JOD with 0.39 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-1991-54989,Y Mall,Y Mall Dabouq,2025-01-18 16:31:00,0.74,9.93,Sale,Completed,Transaction ID JO-2504-1991-54989 at Y Mall (Y Mall Dabouq) on 18/01/2025 16:31 was a Sale of 9.93 JOD with 0.74 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-7022-55469,Z Mall,Z Mall Gardens,2025-01-18 16:15:00,1.13,15.31,Sale,Completed,Transaction ID JO-2504-7022-55469 at Z Mall (Z Mall Gardens) on 18/01/2025 16:15 was a Sale of 15.31 JOD with 1.13 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-9094-29685,Y Mall,Y Mall Shmeisani,2025-01-18 16:14:00,0.52,6.98,Sale,Completed,Transaction ID JO-2504-9094-29685 at Y Mall (Y Mall Shmeisani) on 18/01/2025 16:14 was a Sale of 6.98 JOD with 0.52 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-5754-67056,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 16:01:00,0.78,10.51,Sale,Completed,Transaction ID JO-2504-5754-67056 at Y Mall (Y Mall Tla'a Al-Ali) on 18/01/2025 16:01 was a Sale of 10.51 JOD with 0.78 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-2094-82489,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 16:01:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2094-82489 at Y Mall (Y Mall Tla'a Al-Ali) on 18/01/2025 16:01 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,16,False,False
JO-2504-3821-93551,Y Mall,Y Mall Shmeisani,2025-01-18 15:57:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3821-93551 at Y Mall (Y Mall Shmeisani) on 18/01/2025 15:57 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,15,False,False
JO-2504-8954-32325,Y Mall,Y Mall Dabouq,2025-01-18 15:31:00,1.22,16.45,Sale,Completed,Transaction ID JO-2504-8954-32325 at Y Mall (Y Mall Dabouq) on 18/01/2025 15:31 was a Sale of 16.45 JOD with 1.22 JOD tax. Status: Completed.,2025,1,3,Saturday,15,False,False
JO-2504-3642-92603,C Mall,C Mall Aqaba,2025-01-18 15:30:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3642-92603 at C Mall (C Mall Aqaba) on 18/01/2025 15:30 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,15,False,False
JO-2504-2992-61126,Z Mall,Z Mall Gardens,2025-01-18 15:29:00,0.76,10.18,Sale,Completed,Transaction ID JO-2504-2992-61126 at Z Mall (Z Mall Gardens) on 18/01/2025 15:29 was a Sale of 10.18 JOD with 0.76 JOD tax. Status: Completed.,2025,1,3,Saturday,15,False,False
JO-2504-4042-77611,Z Mall,Z Mall Gardens,2025-01-18 15:25:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-4042-77611 at Z Mall (Z Mall Gardens) on 18/01/2025 15:25 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,3,Saturday,15,False,False
JO-2504-4467-49133,Z Mall,Z Mall Al Jubeiha,2025-01-18 14:52:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-4467-49133 at Z Mall (Z Mall Al Jubeiha) on 18/01/2025 14:52 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-2702-46690,C Mall,C Mall Irbid,2025-01-18 14:51:00,0.84,11.39,Sale,Completed,Transaction ID JO-2504-2702-46690 at C Mall (C Mall Irbid) on 18/01/2025 14:51 was a Sale of 11.39 JOD with 0.84 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-2966-26823,C Mall,C Mall Amman,2025-01-18 14:35:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2966-26823 at C Mall (C Mall Amman) on 18/01/2025 14:35 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-3276-76131,C Mall,C Mall Irbid,2025-01-18 14:33:00,1.41,18.95,Sale,Completed,Transaction ID JO-2504-3276-76131 at C Mall (C Mall Irbid) on 18/01/2025 14:33 was a Sale of 18.95 JOD with 1.41 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-3542-53996,C Mall,C Mall Aqaba,2025-01-18 14:29:00,0.44,5.97,Sale,Completed,Transaction ID JO-2504-3542-53996 at C Mall (C Mall Aqaba) on 18/01/2025 14:29 was a Sale of 5.97 JOD with 0.44 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-7308-86029,C Mall,C Mall Amman,2025-01-18 14:28:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-7308-86029 at C Mall (C Mall Amman) on 18/01/2025 14:28 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-5903-90240,Z Mall,Z Mall Gardens,2025-01-18 14:05:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-5903-90240 at Z Mall (Z Mall Gardens) on 18/01/2025 14:05 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-8299-98103,Y Mall,Y Mall Shmeisani,2025-01-18 14:03:00,0.99,13.38,Sale,Completed,Transaction ID JO-2504-8299-98103 at Y Mall (Y Mall Shmeisani) on 18/01/2025 14:03 was a Sale of 13.38 JOD with 0.99 JOD tax. Status: Completed.,2025,1,3,Saturday,14,False,False
JO-2504-9208-19063,C Mall,C Mall Irbid,2025-01-18 13:51:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-9208-19063 at C Mall (C Mall Irbid) on 18/01/2025 13:51 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-5562-92600,Z Mall,Z Mall Gardens,2025-01-18 13:38:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-5562-92600 at Z Mall (Z Mall Gardens) on 18/01/2025 13:38 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-1861-13773,Z Mall,Z Mall Al Jubeiha,2025-01-18 13:36:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-1861-13773 at Z Mall (Z Mall Al Jubeiha) on 18/01/2025 13:36 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-6682-92675,Z Mall,Z Mall Al Jubeiha,2025-01-18 13:25:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6682-92675 at Z Mall (Z Mall Al Jubeiha) on 18/01/2025 13:25 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-9001-37894,C Mall,C Mall Irbid,2025-01-18 13:15:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-9001-37894 at C Mall (C Mall Irbid) on 18/01/2025 13:15 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-9878-73256,C Mall,C Mall Irbid,2025-01-18 13:09:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9878-73256 at C Mall (C Mall Irbid) on 18/01/2025 13:09 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-4795-64304,Y Mall,Y Mall Shmeisani,2025-01-18 13:08:00,0.42,5.67,Sale,Completed,Transaction ID JO-2504-4795-64304 at Y Mall (Y Mall Shmeisani) on 18/01/2025 13:08 was a Sale of 5.67 JOD with 0.42 JOD tax. Status: Completed.,2025,1,3,Saturday,13,False,False
JO-2504-9716-55781,C Mall,C Mall Aqaba,2025-01-18 12:45:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9716-55781 at C Mall (C Mall Aqaba) on 18/01/2025 12:45 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-3187-69165,C Mall,C Mall Irbid,2025-01-18 12:44:00,1.05,14.07,Sale,Completed,Transaction ID JO-2504-3187-69165 at C Mall (C Mall Irbid) on 18/01/2025 12:44 was a Sale of 14.07 JOD with 1.05 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-6261-92649,Y Mall,Y Mall Tla'a Al-Ali,2025-01-18 12:42:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6261-92649 at Y Mall (Y Mall Tla'a Al-Ali) on 18/01/2025 12:42 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-8625-60934,Z Mall,Z Mall Al Bayader,2025-01-18 12:41:00,0.68,9.19,Sale,Completed,Transaction ID JO-2504-8625-60934 at Z Mall (Z Mall Al Bayader) on 18/01/2025 12:41 was a Sale of 9.19 JOD with 0.68 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-6147-81870,Y Mall,Y Mall Dabouq,2025-01-18 12:39:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-6147-81870 at Y Mall (Y Mall Dabouq) on 18/01/2025 12:39 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-7734-88662,C Mall,C Mall Aqaba,2025-01-18 12:36:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-7734-88662 at C Mall (C Mall Aqaba) on 18/01/2025 12:36 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-1312-39499,Z Mall,Z Mall Al Bayader,2025-01-18 12:35:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1312-39499 at Z Mall (Z Mall Al Bayader) on 18/01/2025 12:35 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-6651-70359,C Mall,C Mall Amman,2025-01-18 12:27:00,0.28,3.8,Sale,Completed,Transaction ID JO-2504-6651-70359 at C Mall (C Mall Amman) on 18/01/2025 12:27 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Completed.,2025,1,3,Saturday,12,False,False
JO-2504-9343-70600,C Mall,C Mall Amman,2025-01-18 11:58:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9343-70600 at C Mall (C Mall Amman) on 18/01/2025 11:58 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-8829-96407,Z Mall,Z Mall Al Bayader,2025-01-18 11:48:00,0.39,5.31,Sale,Completed,Transaction ID JO-2504-8829-96407 at Z Mall (Z Mall Al Bayader) on 18/01/2025 11:48 was a Sale of 5.31 JOD with 0.39 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-8593-60878,Y Mall,Y Mall Shmeisani,2025-01-18 11:46:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8593-60878 at Y Mall (Y Mall Shmeisani) on 18/01/2025 11:46 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-3357-74664,Y Mall,Y Mall Shmeisani,2025-01-18 11:34:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3357-74664 at Y Mall (Y Mall Shmeisani) on 18/01/2025 11:34 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-2596-39143,Z Mall,Z Mall Al Jubeiha,2025-01-18 11:31:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-2596-39143 at Z Mall (Z Mall Al Jubeiha) on 18/01/2025 11:31 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-8937-84342,Y Mall,Y Mall Dabouq,2025-01-18 11:27:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-8937-84342 at Y Mall (Y Mall Dabouq) on 18/01/2025 11:27 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-5151-43094,Z Mall,Z Mall Al Bayader,2025-01-18 11:24:00,0.25,3.4,Sale,Completed,Transaction ID JO-2504-5151-43094 at Z Mall (Z Mall Al Bayader) on 18/01/2025 11:24 was a Sale of 3.4 JOD with 0.25 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-3161-45892,C Mall,C Mall Amman,2025-01-18 11:10:00,0.42,5.57,Sale,Completed,Transaction ID JO-2504-3161-45892 at C Mall (C Mall Amman) on 18/01/2025 11:10 was a Sale of 5.57 JOD with 0.42 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-1360-54682,Z Mall,Z Mall Gardens,2025-01-18 11:08:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1360-54682 at Z Mall (Z Mall Gardens) on 18/01/2025 11:08 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,3,Saturday,11,False,False
JO-2504-4393-84879,Y Mall,Y Mall Shmeisani,2025-01-18 10:44:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4393-84879 at Y Mall (Y Mall Shmeisani) on 18/01/2025 10:44 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,3,Saturday,10,False,False
